Pregnant,Cohort,Country,Admin1,Admin2,S,C,M,G,I_latent,S_latent,N
FALSE,FALSE,Mexico,Tabasco,NA,NA,NA,2,NA,NA,NA,43096.01776
FALSE,FALSE,Mexico,Tamaulipas,NA,NA,NA,0,NA,NA,NA,62266.43586
FALSE,FALSE,Mexico,Tlaxcala,NA,NA,NA,0,NA,NA,NA,19978.23767
FALSE,FALSE,Mexico,Veracruz,NA,NA,NA,7,NA,NA,NA,143173.4532
FALSE,FALSE,Mexico,Yucatan,NA,NA,NA,1,NA,NA,NA,38262.27015
FALSE,FALSE,Mexico,Zacatecas,NA,NA,NA,0,NA,NA,NA,29890.25327
TRUE,FALSE,Mexico,Aguascalientes,NA,NA,0,NA,NA,NA,NA,35941.81138
TRUE,FALSE,Mexico,Baja_California,NA,NA,0,NA,NA,NA,NA,17682.83742
TRUE,FALSE,Mexico,Baja_California_Sur,NA,NA,9,NA,NA,NA,NA,85859.97499
TRUE,FALSE,Mexico,Campeche,NA,NA,55,NA,NA,NA,NA,23117.71804
TRUE,FALSE,Mexico,Chiapas,NA,NA,562,NA,NA,NA,NA,144205.5711
TRUE,FALSE,Mexico,Chihuahua,NA,NA,0,NA,NA,NA,NA,99735.44472
TRUE,FALSE,Mexico,Coahuila,NA,NA,177,NA,NA,NA,NA,94645.70049
TRUE,FALSE,Mexico,Colima,NA,NA,204,NA,NA,NA,NA,19711.64491
TRUE,FALSE,Mexico,Distrito_Federal,NA,NA,0,NA,NA,NA,NA,251393.5855
TRUE,FALSE,Mexico,Durango,NA,NA,0,NA,NA,NA,NA,40658.51993
TRUE,FALSE,Mexico,Guanajuato,NA,NA,0,NA,NA,NA,NA,169726.1676
TRUE,FALSE,Mexico,Guerrero,NA,NA,481,NA,NA,NA,NA,100745.5343
TRUE,FALSE,Mexico,Hidalgo,NA,NA,151,NA,NA,NA,NA,86757.54746
TRUE,FALSE,Mexico,Jalisco,NA,NA,97,NA,NA,NA,NA,226284.1833
TRUE,FALSE,Mexico,Mexico,NA,NA,3,NA,NA,NA,NA,495848.664
TRUE,FALSE,Mexico,Michoacan,NA,NA,21,NA,NA,NA,NA,129985.8954
TRUE,FALSE,Mexico,Morelos,NA,NA,321,NA,NA,NA,NA,55261.39806
TRUE,FALSE,Mexico,Nayarit,NA,NA,381,NA,NA,NA,NA,32354.15701
TRUE,FALSE,Mexico,Nuevo_Leon,NA,NA,679,NA,NA,NA,NA,145130.5783
TRUE,FALSE,Mexico,Oaxaca,NA,NA,210,NA,NA,NA,NA,111732.0413
TRUE,FALSE,Mexico,Puebla,NA,NA,72,NA,NA,NA,NA,185352.7363
TRUE,FALSE,Mexico,Queretaro,NA,NA,5,NA,NA,NA,NA,56364.37673
TRUE,FALSE,Mexico,Quintana_Roo,NA,NA,334,NA,NA,NA,NA,39498.72361
TRUE,FALSE,Mexico,San_Luis_Potosi,NA,NA,416,NA,NA,NA,NA,77648.85862
TRUE,FALSE,Mexico,Sinaloa,NA,NA,45,NA,NA,NA,NA,83223.22479
TRUE,FALSE,Mexico,Sonora,NA,NA,3,NA,NA,NA,NA,79118.33198
TRUE,FALSE,Mexico,Tabasco,NA,NA,286,NA,NA,NA,NA,66071.68025
TRUE,FALSE,Mexico,Tamaulipas,NA,NA,692,NA,NA,NA,NA,97071.99061
TRUE,FALSE,Mexico,Tlaxcala,NA,NA,0,NA,NA,NA,NA,30702.50485
TRUE,FALSE,Mexico,Veracruz,NA,NA,888,NA,NA,NA,NA,220708.2857
TRUE,FALSE,Mexico,Yucatan,NA,NA,925,NA,NA,NA,NA,58948.71774
TRUE,FALSE,Mexico,Zacatecas,NA,NA,1,NA,NA,NA,NA,46336.21029
