Pregnant,Cohort,Country,Admin1,Admin2,S,C,M,G,I_latent,S_latent,N
FALSE,FALSE,Ecuador,Napo,NA,NA,NA,0,NA,NA,NA,2361.292981
FALSE,FALSE,Ecuador,Orellana,NA,NA,NA,0,NA,NA,NA,1998.109374
FALSE,FALSE,Ecuador,Pichincha,NA,NA,NA,2,NA,NA,NA,56740.52859
FALSE,FALSE,Ecuador,Santa_Elena,NA,NA,NA,0,NA,NA,NA,6088.793808
FALSE,FALSE,Ecuador,Santo_Domingo_de_los_Tsachilas,NA,NA,NA,3,NA,NA,NA,9359.407699
FALSE,FALSE,Ecuador,Sucumbios,NA,NA,NA,1,NA,NA,NA,4051.406046
FALSE,FALSE,Ecuador,Tungurahua,NA,NA,NA,0,NA,NA,NA,11617.78808
FALSE,FALSE,Ecuador,Zamora_Chinchipe,NA,NA,NA,0,NA,NA,NA,2092.556909
FALSE,FALSE,Ecuador,Sucumbios,NA,NA,NA,NA,1,NA,NA,191476.9261
FALSE,FALSE,Ecuador,Santo_Domingo_de_los_Tsachilas,NA,NA,NA,NA,0,NA,NA,444429.5684
FALSE,FALSE,Ecuador,Santa_Elena,NA,NA,NA,NA,1,NA,NA,319732.3021
FALSE,FALSE,Ecuador,Pichincha,NA,NA,NA,NA,0,NA,NA,2629244.345
FALSE,FALSE,Ecuador,Orellana,NA,NA,NA,NA,0,NA,NA,98717.78435
FALSE,FALSE,Ecuador,Manabi,NA,NA,NA,NA,0,NA,NA,1479027.976
FALSE,FALSE,Ecuador,Los_Rios,NA,NA,NA,NA,0,NA,NA,842555.7248
FALSE,FALSE,Ecuador,Guayas,NA,NA,NA,NA,0,NA,NA,3939424.8
FALSE,FALSE,Ecuador,Galapagos,NA,NA,NA,NA,0,NA,NA,26393.21183
FALSE,FALSE,Ecuador,Esmeraldas,NA,NA,NA,NA,0,NA,NA,613065.9069
FALSE,FALSE,Ecuador,El_Oro,NA,NA,NA,NA,0,NA,NA,640971.2913
FALSE,FALSE,Ecuador,Cotopaxi,NA,NA,NA,NA,0,NA,NA,443404.9054
FALSE,FALSE,Ecuador,Bolivar,NA,NA,NA,NA,0,NA,NA,199511.384
